date,county,state,fips,cases,deaths,day_num,new_cases,cases_growth,new_deaths,deaths_growth
2020-03-28,Lehigh,Pennsylvania,42077.0,109,3,2,16,0.17204301075268819,1,0.5
2020-03-28,Luzerne,Pennsylvania,42079.0,65,2,1,10,0.18181818181818182,0,0.0
2020-03-28,Monroe,Pennsylvania,42089.0,106,2,3,8,0.08163265306122448,0,0.0
2020-03-28,Montgomery,Pennsylvania,42091.0,411,5,8,37,0.09893048128342247,1,0.25
2020-03-28,Northampton,Pennsylvania,42095.0,94,4,2,15,0.189873417721519,1,0.3333333333333333
2020-03-28,Philadelphia,Pennsylvania,42101.0,709,5,7,179,0.33773584905660375,3,1.5
2020-03-28,Charleston,South Carolina,45019.0,108,1,3,16,0.17391304347826086,0,0.0
2020-03-28,Greenville,South Carolina,45045.0,57,1,3,6,0.11764705882352941,0,0.0
2020-03-28,Kershaw,South Carolina,45055.0,77,2,5,7,0.1,0,0.0
2020-03-28,Richland,South Carolina,45079.0,81,2,3,16,0.24615384615384617,1,1.0
2020-03-28,Davidson,Tennessee,47037.0,376,2,10,64,0.20512820512820512,0,0.0
2020-03-28,Shelby,Tennessee,47157.0,275,0,6,52,0.23318385650224216,0,
2020-03-28,Sumner,Tennessee,47165.0,82,0,1,24,0.41379310344827586,0,
2020-03-28,Williamson,Tennessee,47187.0,95,0,6,4,0.04395604395604396,0,
2020-03-28,Bexar,Texas,48029.0,125,5,7,12,0.10619469026548672,0,0.0
2020-03-28,Brazoria,Texas,48039.0,52,0,0,13,0.3333333333333333,0,
2020-03-28,Collin,Texas,48085.0,118,1,4,30,0.3409090909090909,0,0.0
2020-03-28,Dallas,Texas,48113.0,439,9,9,72,0.19618528610354224,2,0.2857142857142857
2020-03-28,Denton,Texas,48121.0,148,2,3,11,0.08029197080291971,1,1.0
2020-03-28,Fort Bend,Texas,48157.0,101,1,3,0,0.0,0,0.0
2020-03-28,Galveston,Texas,48167.0,60,0,1,11,0.22448979591836735,0,
2020-03-28,Harris,Texas,48201.0,232,3,8,3,0.013100436681222707,1,0.5
2020-03-28,Tarrant,Texas,48439.0,114,1,5,0,0.0,0,0.0
2020-03-28,Travis,Texas,48453.0,160,1,7,0,0.0,0,0.0
2020-03-28,Davis,Utah,49011.0,59,1,1,9,0.18,0,0.0
2020-03-28,Salt Lake,Utah,49035.0,276,0,7,64,0.3018867924528302,0,
2020-03-28,Summit,Utah,49043.0,127,0,6,17,0.15454545454545454,0,
2020-03-28,Chittenden,Vermont,50007.0,105,6,3,15,0.16666666666666666,0,0.0
2020-03-28,Arlington,Virginia,51013.0,75,0,2,12,0.19047619047619047,0,
2020-03-28,Fairfax,Virginia,51059.0,156,1,3,32,0.25806451612903225,0,0.0
2020-03-28,James City,Virginia,51095.0,65,3,2,10,0.18181818181818182,0,0.0
2020-03-28,Loudoun,Virginia,51107.0,54,0,0,11,0.2558139534883721,0,
2020-03-28,Prince William,Virginia,51153.0,56,0,0,12,0.2727272727272727,0,
2020-03-28,Benton,Washington,53005.0,56,5,0,14,0.3333333333333333,0,0.0
2020-03-28,Clark,Washington,53011.0,82,6,2,6,0.07894736842105263,0,0.0
2020-03-28,Island,Washington,53029.0,92,1,2,13,0.16455696202531644,0,0.0
2020-03-28,King,Washington,53033.0,2079,138,23,249,0.1360655737704918,11,0.08661417322834646
2020-03-28,Kitsap,Washington,53035.0,49,1,0,7,0.16666666666666666,0,0.0
2020-03-28,Pierce,Washington,53053.0,282,5,10,51,0.22077922077922077,0,0.0
2020-03-28,Skagit,Washington,53057.0,97,3,4,6,0.06593406593406594,2,2.0
2020-03-28,Snohomish,Washington,53061.0,912,23,18,-1,-0.001095290251916758,0,0.0
2020-03-28,Spokane,Washington,53063.0,108,2,3,22,0.2558139534883721,1,1.0
2020-03-28,Whatcom,Washington,53073.0,102,4,5,10,0.10869565217391304,0,0.0
2020-03-28,Yakima,Washington,53077.0,100,2,3,28,0.3888888888888889,0,0.0
2020-03-28,Dane,Wisconsin,55025.0,158,1,7,0,0.0,0,0.0
2020-03-28,Milwaukee,Wisconsin,55079.0,541,9,9,73,0.15598290598290598,0,0.0
2020-03-28,Waukesha,Wisconsin,55133.0,72,0,2,11,0.18032786885245902,0,
