date,state,fips,new,value,type,growth
2020-03-04,Wisconsin,55,0,0,deaths,
2020-03-05,Arizona,4,0,2,cases,0.0
2020-03-05,Arizona,4,0,0,deaths,
2020-03-05,California,6,12,67,cases,0.21818181818181817
2020-03-05,California,6,0,1,deaths,0.0
2020-03-05,Florida,12,1,4,cases,0.3333333333333333
2020-03-05,Florida,12,0,0,deaths,
2020-03-05,Georgia,13,0,2,cases,0.0
2020-03-05,Georgia,13,0,0,deaths,
2020-03-05,Illinois,17,1,5,cases,0.25
2020-03-05,Illinois,17,0,0,deaths,
2020-03-05,Massachusetts,25,1,3,cases,0.5
2020-03-05,Massachusetts,25,0,0,deaths,
2020-03-05,Nebraska,31,0,13,cases,0.0
2020-03-05,Nebraska,31,0,0,deaths,
2020-03-05,New Hampshire,33,0,2,cases,0.0
2020-03-05,New Hampshire,33,0,0,deaths,
2020-03-05,New Jersey,34,1,2,cases,1.0
2020-03-05,New Jersey,34,0,0,deaths,
2020-03-05,New York,36,11,22,cases,1.0
2020-03-05,New York,36,0,0,deaths,
2020-03-05,North Carolina,37,0,1,cases,0.0
2020-03-05,North Carolina,37,0,0,deaths,
2020-03-05,Oregon,41,0,2,cases,0.0
2020-03-05,Oregon,41,0,0,deaths,
2020-03-05,Rhode Island,44,0,2,cases,0.0
2020-03-05,Rhode Island,44,0,0,deaths,
2020-03-05,Texas,48,4,16,cases,0.3333333333333333
2020-03-05,Texas,48,0,0,deaths,
2020-03-05,Utah,49,0,1,cases,0.0
2020-03-05,Utah,49,0,0,deaths,
2020-03-05,Washington,53,28,75,cases,0.5957446808510638
2020-03-05,Washington,53,0,11,deaths,0.0
2020-03-05,Wisconsin,55,0,1,cases,0.0
2020-03-05,Wisconsin,55,0,0,deaths,
2020-03-06,Arizona,4,1,3,cases,0.5
2020-03-06,Arizona,4,0,0,deaths,
2020-03-06,California,6,14,81,cases,0.208955223880597
2020-03-06,California,6,0,1,deaths,0.0
2020-03-06,Colorado,8,6,8,cases,3.0
2020-03-06,Colorado,8,0,0,deaths,
2020-03-06,Florida,12,3,7,cases,0.75
2020-03-06,Florida,12,2,2,deaths,
2020-03-06,Georgia,13,1,3,cases,0.5
2020-03-06,Georgia,13,0,0,deaths,
2020-03-06,Illinois,17,1,6,cases,0.2
2020-03-06,Illinois,17,0,0,deaths,
2020-03-06,Maryland,24,0,3,cases,0.0
2020-03-06,Maryland,24,0,0,deaths,
2020-03-06,Massachusetts,25,5,8,cases,1.6666666666666667
2020-03-06,Massachusetts,25,0,0,deaths,
2020-03-06,Nebraska,31,1,14,cases,0.07692307692307693
2020-03-06,Nebraska,31,0,0,deaths,
2020-03-06,Nevada,32,0,2,cases,0.0
2020-03-06,Nevada,32,0,0,deaths,
2020-03-06,New Hampshire,33,0,2,cases,0.0
2020-03-06,New Hampshire,33,0,0,deaths,
2020-03-06,New Jersey,34,2,4,cases,1.0
2020-03-06,New Jersey,34,0,0,deaths,
2020-03-06,New York,36,22,44,cases,1.0
2020-03-06,New York,36,0,0,deaths,
2020-03-06,North Carolina,37,1,2,cases,1.0
2020-03-06,North Carolina,37,0,0,deaths,
2020-03-06,Oregon,41,0,2,cases,0.0
2020-03-06,Oregon,41,0,0,deaths,
2020-03-06,Rhode Island,44,1,3,cases,0.5
2020-03-06,Rhode Island,44,0,0,deaths,
2020-03-06,Tennessee,47,0,1,cases,0.0
2020-03-06,Tennessee,47,0,0,deaths,
2020-03-06,Texas,48,3,19,cases,0.1875
2020-03-06,Texas,48,0,0,deaths,
2020-03-06,Utah,49,2,3,cases,2.0
2020-03-06,Utah,49,0,0,deaths,
2020-03-06,Washington,53,11,86,cases,0.14666666666666667
2020-03-06,Washington,53,1,12,deaths,0.09090909090909091
2020-03-06,Wisconsin,55,0,1,cases,0.0
2020-03-06,Wisconsin,55,0,0,deaths,
2020-03-07,Arizona,4,2,5,cases,0.6666666666666666
2020-03-07,Arizona,4,0,0,deaths,
2020-03-07,California,6,19,100,cases,0.2345679012345679
2020-03-07,California,6,0,1,deaths,0.0
2020-03-07,Colorado,8,0,8,cases,0.0
2020-03-07,Colorado,8,0,0,deaths,
2020-03-07,Florida,12,5,12,cases,0.7142857142857143
2020-03-07,Florida,12,0,2,deaths,0.0
2020-03-07,Georgia,13,4,7,cases,1.3333333333333333
2020-03-07,Georgia,13,0,0,deaths,
2020-03-07,Hawaii,15,0,1,cases,0.0
2020-03-07,Hawaii,15,0,0,deaths,
2020-03-07,Illinois,17,0,6,cases,0.0
2020-03-07,Illinois,17,0,0,deaths,
2020-03-07,Indiana,18,0,1,cases,0.0
2020-03-07,Indiana,18,0,0,deaths,
2020-03-07,Kentucky,21,0,1,cases,0.0
2020-03-07,Kentucky,21,0,0,deaths,
2020-03-07,Maryland,24,0,3,cases,0.0
2020-03-07,Maryland,24,0,0,deaths,
2020-03-07,Massachusetts,25,5,13,cases,0.625
2020-03-07,Massachusetts,25,0,0,deaths,
2020-03-07,Minnesota,27,0,1,cases,0.0
2020-03-07,Minnesota,27,0,0,deaths,
2020-03-07,Nebraska,31,0,14,cases,0.0
2020-03-07,Nebraska,31,0,0,deaths,
2020-03-07,Nevada,32,0,2,cases,0.0
2020-03-07,Nevada,32,0,0,deaths,
2020-03-07,New Hampshire,33,2,4,cases,1.0
2020-03-07,New Hampshire,33,0,0,deaths,
2020-03-07,New Jersey,34,0,4,cases,0.0
2020-03-07,New Jersey,34,0,0,deaths,
2020-03-07,New York,36,45,89,cases,1.0227272727272727
2020-03-07,New York,36,0,0,deaths,
2020-03-07,North Carolina,37,0,2,cases,0.0
2020-03-07,North Carolina,37,0,0,deaths,
2020-03-07,Oklahoma,40,0,1,cases,0.0
2020-03-07,Oklahoma,40,0,0,deaths,
2020-03-07,Oregon,41,4,6,cases,2.0
2020-03-07,Oregon,41,0,0,deaths,
2020-03-07,Pennsylvania,42,2,4,cases,1.0
2020-03-07,Pennsylvania,42,0,0,deaths,
2020-03-07,Rhode Island,44,0,3,cases,0.0
2020-03-07,Rhode Island,44,0,0,deaths,
2020-03-07,South Carolina,45,0,2,cases,0.0
2020-03-07,South Carolina,45,0,0,deaths,
2020-03-07,Tennessee,47,0,1,cases,0.0
2020-03-07,Tennessee,47,0,0,deaths,
2020-03-07,Texas,48,0,19,cases,0.0
2020-03-07,Texas,48,0,0,deaths,
2020-03-07,Utah,49,0,3,cases,0.0
2020-03-07,Utah,49,0,0,deaths,
2020-03-07,Washington,53,24,110,cases,0.27906976744186046
2020-03-07,Washington,53,4,16,deaths,0.3333333333333333
2020-03-07,Wisconsin,55,0,1,cases,0.0
2020-03-07,Wisconsin,55,0,0,deaths,
2020-03-08,Arizona,4,0,5,cases,0.0
2020-03-08,Arizona,4,0,0,deaths,
2020-03-08,California,6,12,112,cases,0.12
2020-03-08,California,6,0,1,deaths,0.0
2020-03-08,Colorado,8,0,8,cases,0.0
2020-03-08,Colorado,8,0,0,deaths,
2020-03-08,District of Columbia,11,0,1,cases,0.0
2020-03-08,District of Columbia,11,0,0,deaths,
2020-03-08,Florida,12,1,13,cases,0.08333333333333333
2020-03-08,Florida,12,0,2,deaths,0.0
2020-03-08,Georgia,13,4,11,cases,0.5714285714285714
2020-03-08,Georgia,13,0,0,deaths,
2020-03-08,Hawaii,15,1,2,cases,1.0
2020-03-08,Hawaii,15,0,0,deaths,
2020-03-08,Illinois,17,1,7,cases,0.16666666666666666
2020-03-08,Illinois,17,0,0,deaths,
2020-03-08,Indiana,18,1,2,cases,1.0
2020-03-08,Indiana,18,0,0,deaths,
2020-03-08,Kansas,20,0,1,cases,0.0
2020-03-08,Kansas,20,0,0,deaths,
2020-03-08,Kentucky,21,3,4,cases,3.0
2020-03-08,Kentucky,21,0,0,deaths,
2020-03-08,Maryland,24,2,5,cases,0.6666666666666666
2020-03-08,Maryland,24,0,0,deaths,
2020-03-08,Massachusetts,25,15,28,cases,1.1538461538461537
2020-03-08,Massachusetts,25,0,0,deaths,
2020-03-08,Minnesota,27,1,2,cases,1.0
2020-03-08,Minnesota,27,0,0,deaths,
2020-03-08,Missouri,29,0,1,cases,0.0
2020-03-08,Missouri,29,0,0,deaths,
2020-03-08,Nebraska,31,2,16,cases,0.14285714285714285
2020-03-08,Nebraska,31,0,0,deaths,
2020-03-08,Nevada,32,2,4,cases,1.0
2020-03-08,Nevada,32,0,0,deaths,
2020-03-08,New Hampshire,33,0,4,cases,0.0
2020-03-08,New Hampshire,33,0,0,deaths,
2020-03-08,New Jersey,34,2,6,cases,0.5
2020-03-08,New Jersey,34,0,0,deaths,
2020-03-08,New York,36,17,106,cases,0.19101123595505617
2020-03-08,New York,36,0,0,deaths,
2020-03-08,North Carolina,37,0,2,cases,0.0
2020-03-08,North Carolina,37,0,0,deaths,
2020-03-08,Oklahoma,40,0,1,cases,0.0
2020-03-08,Oklahoma,40,0,0,deaths,
2020-03-08,Oregon,41,7,13,cases,1.1666666666666667
2020-03-08,Oregon,41,0,0,deaths,
2020-03-08,Pennsylvania,42,2,6,cases,0.5
2020-03-08,Pennsylvania,42,0,0,deaths,
2020-03-08,Rhode Island,44,0,3,cases,0.0
2020-03-08,Rhode Island,44,0,0,deaths,
2020-03-08,South Carolina,45,4,6,cases,2.0
2020-03-08,South Carolina,45,0,0,deaths,
2020-03-08,Tennessee,47,2,3,cases,2.0
2020-03-08,Tennessee,47,0,0,deaths,
2020-03-08,Texas,48,4,23,cases,0.21052631578947367
2020-03-08,Texas,48,0,0,deaths,
2020-03-08,Utah,49,0,3,cases,0.0
2020-03-08,Utah,49,0,0,deaths,
2020-03-08,Vermont,50,0,1,cases,0.0
2020-03-08,Vermont,50,0,0,deaths,
2020-03-08,Virginia,51,1,2,cases,1.0
2020-03-08,Virginia,51,0,0,deaths,
2020-03-08,Washington,53,31,141,cases,0.2818181818181818
2020-03-08,Washington,53,3,19,deaths,0.1875
2020-03-08,Wisconsin,55,0,1,cases,0.0
2020-03-08,Wisconsin,55,0,0,deaths,
2020-03-09,Arizona,4,1,6,cases,0.2
2020-03-09,Arizona,4,0,0,deaths,
2020-03-09,California,6,60,172,cases,0.5357142857142857
2020-03-09,California,6,1,2,deaths,1.0
2020-03-09,Colorado,8,4,12,cases,0.5
2020-03-09,Colorado,8,0,0,deaths,
2020-03-09,Connecticut,9,1,2,cases,1.0
2020-03-09,Connecticut,9,0,0,deaths,
2020-03-09,District of Columbia,11,3,4,cases,3.0
2020-03-09,District of Columbia,11,0,0,deaths,
2020-03-09,Florida,12,1,14,cases,0.07692307692307693
2020-03-09,Florida,12,0,2,deaths,0.0
2020-03-09,Georgia,13,6,17,cases,0.5454545454545454
2020-03-09,Georgia,13,0,0,deaths,
2020-03-09,Hawaii,15,0,2,cases,0.0
2020-03-09,Hawaii,15,0,0,deaths,
2020-03-09,Illinois,17,4,11,cases,0.5714285714285714
2020-03-09,Illinois,17,0,0,deaths,
2020-03-09,Indiana,18,2,4,cases,1.0
2020-03-09,Indiana,18,0,0,deaths,
2020-03-09,Iowa,19,5,8,cases,1.6666666666666667
2020-03-09,Iowa,19,0,0,deaths,
2020-03-09,Kansas,20,0,1,cases,0.0
2020-03-09,Kansas,20,0,0,deaths,
2020-03-09,Kentucky,21,1,5,cases,0.25
2020-03-09,Kentucky,21,0,0,deaths,
2020-03-09,Maryland,24,1,6,cases,0.2
2020-03-09,Maryland,24,0,0,deaths,
2020-03-09,Massachusetts,25,13,41,cases,0.4642857142857143
2020-03-09,Massachusetts,25,0,0,deaths,
2020-03-09,Minnesota,27,0,2,cases,0.0
2020-03-09,Minnesota,27,0,0,deaths,
2020-03-09,Missouri,29,0,1,cases,0.0
2020-03-09,Missouri,29,0,0,deaths,
2020-03-09,Nebraska,31,0,16,cases,0.0
2020-03-09,Nebraska,31,0,0,deaths,
2020-03-09,Nevada,32,0,4,cases,0.0
2020-03-09,Nevada,32,0,0,deaths,
2020-03-09,New Hampshire,33,0,4,cases,0.0
2020-03-09,New Hampshire,33,0,0,deaths,
2020-03-09,New Jersey,34,5,11,cases,0.8333333333333334
2020-03-09,New Jersey,34,0,0,deaths,
2020-03-09,New York,36,36,142,cases,0.33962264150943394
2020-03-09,New York,36,0,0,deaths,
2020-03-09,North Carolina,37,5,7,cases,2.5
2020-03-09,North Carolina,37,0,0,deaths,
2020-03-09,Oklahoma,40,0,1,cases,0.0
2020-03-09,Oklahoma,40,0,0,deaths,
2020-03-09,Oregon,41,0,13,cases,0.0
2020-03-09,Oregon,41,0,0,deaths,
2020-03-09,Pennsylvania,42,4,10,cases,0.6666666666666666
2020-03-09,Pennsylvania,42,0,0,deaths,
2020-03-09,Rhode Island,44,0,3,cases,0.0
2020-03-09,Rhode Island,44,0,0,deaths,
2020-03-09,South Carolina,45,1,7,cases,0.16666666666666666
2020-03-09,South Carolina,45,0,0,deaths,
2020-03-09,Tennessee,47,1,4,cases,0.3333333333333333
2020-03-09,Tennessee,47,0,0,deaths,
2020-03-09,Texas,48,1,24,cases,0.043478260869565216
2020-03-09,Texas,48,0,0,deaths,
2020-03-09,Utah,49,0,3,cases,0.0
2020-03-09,Utah,49,0,0,deaths,
2020-03-09,Vermont,50,0,1,cases,0.0
2020-03-09,Vermont,50,0,0,deaths,
2020-03-09,Virginia,51,3,5,cases,1.5
2020-03-09,Virginia,51,0,0,deaths,
2020-03-09,Washington,53,38,179,cases,0.2695035460992908
2020-03-09,Washington,53,3,22,deaths,0.15789473684210525
2020-03-09,Wisconsin,55,1,2,cases,1.0
2020-03-09,Wisconsin,55,0,0,deaths,
2020-03-10,Arizona,4,0,6,cases,0.0
2020-03-10,Arizona,4,0,0,deaths,
2020-03-10,California,6,7,179,cases,0.040697674418604654
2020-03-10,California,6,1,3,deaths,0.5
2020-03-10,Colorado,8,5,17,cases,0.4166666666666667
2020-03-10,Colorado,8,0,0,deaths,
2020-03-10,Connecticut,9,0,2,cases,0.0
2020-03-10,Connecticut,9,0,0,deaths,
2020-03-10,District of Columbia,11,0,4,cases,0.0
2020-03-10,District of Columbia,11,0,0,deaths,
2020-03-10,Florida,12,9,23,cases,0.6428571428571429
2020-03-10,Florida,12,0,2,deaths,0.0
2020-03-10,Georgia,13,5,22,cases,0.29411764705882354
2020-03-10,Georgia,13,0,0,deaths,
2020-03-10,Hawaii,15,0,2,cases,0.0
2020-03-10,Hawaii,15,0,0,deaths,
2020-03-10,Illinois,17,8,19,cases,0.7272727272727273
2020-03-10,Illinois,17,0,0,deaths,
2020-03-10,Indiana,18,2,6,cases,0.5
2020-03-10,Indiana,18,0,0,deaths,
2020-03-10,Iowa,19,5,13,cases,0.625
2020-03-10,Iowa,19,0,0,deaths,
2020-03-10,Kansas,20,0,1,cases,0.0
2020-03-10,Kansas,20,0,0,deaths,
2020-03-10,Kentucky,21,2,7,cases,0.4
2020-03-10,Kentucky,21,0,0,deaths,
2020-03-10,Louisiana,22,5,6,cases,5.0
2020-03-10,Louisiana,22,0,0,deaths,
2020-03-10,Maryland,24,3,9,cases,0.5
2020-03-10,Maryland,24,0,0,deaths,
2020-03-10,Massachusetts,25,51,92,cases,1.2439024390243902
2020-03-10,Massachusetts,25,0,0,deaths,
2020-03-10,Minnesota,27,1,3,cases,0.5
2020-03-10,Minnesota,27,0,0,deaths,
2020-03-10,Missouri,29,0,1,cases,0.0
2020-03-10,Missouri,29,0,0,deaths,
2020-03-10,Nebraska,31,1,17,cases,0.0625
2020-03-10,Nebraska,31,0,0,deaths,
2020-03-10,Nevada,32,0,4,cases,0.0
2020-03-10,Nevada,32,0,0,deaths,
2020-03-10,New Hampshire,33,1,5,cases,0.25
2020-03-10,New Hampshire,33,0,0,deaths,
2020-03-10,New Jersey,34,4,15,cases,0.36363636363636365
2020-03-10,New Jersey,34,1,1,deaths,
2020-03-10,New York,36,31,173,cases,0.21830985915492956
2020-03-10,New York,36,0,0,deaths,
2020-03-10,North Carolina,37,0,7,cases,0.0
2020-03-10,North Carolina,37,0,0,deaths,
2020-03-10,Ohio,39,0,3,cases,0.0
2020-03-10,Ohio,39,0,0,deaths,
2020-03-10,Oklahoma,40,1,2,cases,1.0
2020-03-10,Oklahoma,40,0,0,deaths,
2020-03-10,Oregon,41,1,14,cases,0.07692307692307693
2020-03-10,Oregon,41,0,0,deaths,
2020-03-10,Pennsylvania,42,2,12,cases,0.2
2020-03-10,Pennsylvania,42,0,0,deaths,
2020-03-10,Rhode Island,44,2,5,cases,0.6666666666666666
2020-03-10,Rhode Island,44,0,0,deaths,
2020-03-10,South Carolina,45,2,9,cases,0.2857142857142857
2020-03-10,South Carolina,45,0,0,deaths,
2020-03-10,Tennessee,47,3,7,cases,0.75
2020-03-10,Tennessee,47,0,0,deaths,
2020-03-10,Texas,48,7,31,cases,0.2916666666666667
2020-03-10,Texas,48,0,0,deaths,
2020-03-10,Utah,49,1,4,cases,0.3333333333333333
2020-03-10,Utah,49,0,0,deaths,
2020-03-10,Vermont,50,0,1,cases,0.0
2020-03-10,Vermont,50,0,0,deaths,
2020-03-10,Virginia,51,3,8,cases,0.6
2020-03-10,Virginia,51,0,0,deaths,
2020-03-10,Washington,53,100,279,cases,0.5586592178770949
2020-03-10,Washington,53,2,24,deaths,0.09090909090909091
2020-03-10,Wisconsin,55,1,3,cases,0.5
2020-03-10,Wisconsin,55,0,0,deaths,
2020-03-11,Arizona,4,3,9,cases,0.5
2020-03-11,Arizona,4,0,0,deaths,
2020-03-11,California,6,23,202,cases,0.12849162011173185
2020-03-11,California,6,1,4,deaths,0.3333333333333333
2020-03-11,Colorado,8,17,34,cases,1.0
2020-03-11,Colorado,8,0,0,deaths,
2020-03-11,Connecticut,9,1,3,cases,0.5
2020-03-11,Connecticut,9,0,0,deaths,
2020-03-11,District of Columbia,11,6,10,cases,1.5
2020-03-11,District of Columbia,11,0,0,deaths,
2020-03-11,Florida,12,3,26,cases,0.13043478260869565
2020-03-11,Florida,12,0,2,deaths,0.0
2020-03-11,Georgia,13,9,31,cases,0.4090909090909091
2020-03-11,Georgia,13,0,0,deaths,
2020-03-11,Hawaii,15,0,2,cases,0.0
2020-03-11,Hawaii,15,0,0,deaths,
2020-03-11,Illinois,17,6,25,cases,0.3157894736842105
2020-03-11,Illinois,17,0,0,deaths,
2020-03-11,Indiana,18,5,11,cases,0.8333333333333334
2020-03-11,Indiana,18,0,0,deaths,
2020-03-11,Iowa,19,1,14,cases,0.07692307692307693
2020-03-11,Iowa,19,0,0,deaths,
2020-03-11,Kansas,20,0,1,cases,0.0
2020-03-11,Kansas,20,0,0,deaths,
2020-03-11,Kentucky,21,0,7,cases,0.0
2020-03-11,Kentucky,21,0,0,deaths,
2020-03-11,Louisiana,22,7,13,cases,1.1666666666666667
2020-03-11,Louisiana,22,0,0,deaths,
2020-03-11,Maryland,24,4,13,cases,0.4444444444444444
2020-03-11,Maryland,24,0,0,deaths,
2020-03-11,Massachusetts,25,3,95,cases,0.03260869565217391
2020-03-11,Massachusetts,25,0,0,deaths,
2020-03-11,Michigan,26,0,2,cases,0.0
2020-03-11,Michigan,26,0,0,deaths,
2020-03-11,Minnesota,27,2,5,cases,0.6666666666666666
2020-03-11,Minnesota,27,0,0,deaths,
2020-03-11,Missouri,29,0,1,cases,0.0
2020-03-11,Missouri,29,0,0,deaths,
2020-03-11,Nebraska,31,6,23,cases,0.35294117647058826
2020-03-11,Nebraska,31,0,0,deaths,
2020-03-11,Nevada,32,3,7,cases,0.75
2020-03-11,Nevada,32,0,0,deaths,
2020-03-11,New Hampshire,33,0,5,cases,0.0
2020-03-11,New Hampshire,33,0,0,deaths,
2020-03-11,New Jersey,34,8,23,cases,0.5333333333333333
2020-03-11,New Jersey,34,0,1,deaths,0.0
2020-03-11,New York,36,44,217,cases,0.2543352601156069
2020-03-11,New York,36,0,0,deaths,
2020-03-11,North Carolina,37,1,8,cases,0.14285714285714285
2020-03-11,North Carolina,37,0,0,deaths,
2020-03-11,Ohio,39,1,4,cases,0.3333333333333333
2020-03-11,Ohio,39,0,0,deaths,
2020-03-11,Oklahoma,40,0,2,cases,0.0
2020-03-11,Oklahoma,40,0,0,deaths,
2020-03-11,Oregon,41,6,20,cases,0.42857142857142855
2020-03-11,Oregon,41,0,0,deaths,
2020-03-11,Pennsylvania,42,4,16,cases,0.3333333333333333
2020-03-11,Pennsylvania,42,0,0,deaths,
2020-03-11,Rhode Island,44,0,5,cases,0.0
2020-03-11,Rhode Island,44,0,0,deaths,
2020-03-11,South Carolina,45,1,10,cases,0.1111111111111111
2020-03-11,South Carolina,45,0,0,deaths,
2020-03-11,South Dakota,46,3,8,cases,0.6
2020-03-11,South Dakota,46,0,1,deaths,0.0
2020-03-11,Tennessee,47,1,8,cases,0.14285714285714285
2020-03-11,Tennessee,47,0,0,deaths,
2020-03-11,Texas,48,2,33,cases,0.06451612903225806
2020-03-11,Texas,48,0,0,deaths,
2020-03-11,Utah,49,1,5,cases,0.25
2020-03-11,Utah,49,0,0,deaths,
2020-03-11,Vermont,50,1,2,cases,1.0
2020-03-11,Vermont,50,0,0,deaths,
2020-03-11,Virginia,51,2,10,cases,0.25
2020-03-11,Virginia,51,0,0,deaths,
2020-03-11,Washington,53,59,338,cases,0.2114695340501792
2020-03-11,Washington,53,5,29,deaths,0.20833333333333334
2020-03-11,Wisconsin,55,3,6,cases,1.0
2020-03-11,Wisconsin,55,0,0,deaths,
2020-03-12,Arizona,4,0,9,cases,0.0
2020-03-12,Arizona,4,0,0,deaths,
2020-03-12,Arkansas,5,5,6,cases,5.0
2020-03-12,Arkansas,5,0,0,deaths,
2020-03-12,California,6,50,252,cases,0.24752475247524752
2020-03-12,California,6,0,4,deaths,0.0
2020-03-12,Colorado,8,15,49,cases,0.4411764705882353
2020-03-12,Colorado,8,1,1,deaths,
2020-03-12,Connecticut,9,3,6,cases,1.0
2020-03-12,Connecticut,9,0,0,deaths,
2020-03-12,Delaware,10,3,4,cases,3.0
2020-03-12,Delaware,10,0,0,deaths,
2020-03-12,District of Columbia,11,0,10,cases,0.0
2020-03-12,District of Columbia,11,0,0,deaths,
2020-03-12,Florida,12,20,46,cases,0.7692307692307693
2020-03-12,Florida,12,0,2,deaths,0.0
2020-03-12,Georgia,13,0,31,cases,0.0
2020-03-12,Georgia,13,1,1,deaths,
2020-03-12,Hawaii,15,0,2,cases,0.0
2020-03-12,Hawaii,15,0,0,deaths,
2020-03-12,Illinois,17,7,32,cases,0.28
2020-03-12,Illinois,17,0,0,deaths,
2020-03-12,Indiana,18,1,12,cases,0.09090909090909091
2020-03-12,Indiana,18,0,0,deaths,
2020-03-12,Iowa,19,2,16,cases,0.14285714285714285
2020-03-12,Iowa,19,0,0,deaths,
2020-03-12,Kansas,20,4,5,cases,4.0
2020-03-12,Kansas,20,1,1,deaths,
2020-03-12,Kentucky,21,4,11,cases,0.5714285714285714
2020-03-12,Kentucky,21,0,0,deaths,
2020-03-12,Louisiana,22,1,14,cases,0.07692307692307693
2020-03-12,Louisiana,22,0,0,deaths,
2020-03-12,Maryland,24,0,13,cases,0.0
2020-03-12,Maryland,24,0,0,deaths,
2020-03-12,Massachusetts,25,13,108,cases,0.1368421052631579
2020-03-12,Massachusetts,25,0,0,deaths,
2020-03-12,Michigan,26,10,12,cases,5.0
2020-03-12,Michigan,26,0,0,deaths,
2020-03-12,Minnesota,27,4,9,cases,0.8
2020-03-12,Minnesota,27,0,0,deaths,
2020-03-12,Mississippi,28,0,1,cases,0.0
2020-03-12,Mississippi,28,0,0,deaths,
2020-03-12,Missouri,29,1,2,cases,1.0
2020-03-12,Missouri,29,0,0,deaths,
2020-03-12,Nebraska,31,1,24,cases,0.043478260869565216
2020-03-12,Nebraska,31,0,0,deaths,
2020-03-12,Nevada,32,4,11,cases,0.5714285714285714
2020-03-12,Nevada,32,0,0,deaths,
2020-03-12,New Hampshire,33,1,6,cases,0.2
2020-03-12,New Hampshire,33,0,0,deaths,
2020-03-12,New Jersey,34,6,29,cases,0.2608695652173913
2020-03-12,New Jersey,34,0,1,deaths,0.0
2020-03-12,New Mexico,35,2,6,cases,0.5
2020-03-12,New Mexico,35,0,0,deaths,
2020-03-12,New York,36,109,326,cases,0.5023041474654378
2020-03-12,New York,36,0,0,deaths,
2020-03-12,North Carolina,37,8,16,cases,1.0
2020-03-12,North Carolina,37,0,0,deaths,
2020-03-12,North Dakota,38,0,1,cases,0.0
2020-03-12,North Dakota,38,0,0,deaths,
2020-03-12,Ohio,39,1,5,cases,0.25
2020-03-12,Ohio,39,0,0,deaths,
2020-03-12,Oklahoma,40,0,2,cases,0.0
2020-03-12,Oklahoma,40,0,0,deaths,
2020-03-12,Oregon,41,10,30,cases,0.5
2020-03-12,Oregon,41,0,0,deaths,
2020-03-12,Pennsylvania,42,6,22,cases,0.375
2020-03-12,Pennsylvania,42,0,0,deaths,
2020-03-12,Rhode Island,44,0,5,cases,0.0
2020-03-12,Rhode Island,44,0,0,deaths,
2020-03-12,South Carolina,45,2,12,cases,0.2
2020-03-12,South Carolina,45,0,0,deaths,
2020-03-12,South Dakota,46,0,8,cases,0.0
2020-03-12,South Dakota,46,0,1,deaths,0.0
2020-03-12,Tennessee,47,10,18,cases,1.25
2020-03-12,Tennessee,47,0,0,deaths,
2020-03-12,Texas,48,8,41,cases,0.24242424242424243
2020-03-12,Texas,48,0,0,deaths,
2020-03-12,Utah,49,2,7,cases,0.4
2020-03-12,Utah,49,0,0,deaths,
2020-03-12,Vermont,50,0,2,cases,0.0
2020-03-12,Vermont,50,0,0,deaths,
2020-03-12,Virginia,51,7,17,cases,0.7
2020-03-12,Virginia,51,0,0,deaths,
2020-03-12,Washington,53,81,419,cases,0.23964497041420119
2020-03-12,Washington,53,3,32,deaths,0.10344827586206896
2020-03-12,Wisconsin,55,2,8,cases,0.3333333333333333
2020-03-12,Wisconsin,55,0,0,deaths,
2020-03-12,Wyoming,56,0,1,cases,0.0
2020-03-12,Wyoming,56,0,0,deaths,
2020-03-13,Alaska,2,0,1,cases,0.0
2020-03-13,Alaska,2,0,0,deaths,
2020-03-13,Arizona,4,0,9,cases,0.0
2020-03-13,Arizona,4,0,0,deaths,
2020-03-13,Arkansas,5,1,7,cases,0.16666666666666666
2020-03-13,Arkansas,5,0,0,deaths,
2020-03-13,California,6,68,320,cases,0.2698412698412698
2020-03-13,California,6,1,5,deaths,0.25
2020-03-13,Colorado,8,29,78,cases,0.5918367346938775
2020-03-13,Colorado,8,1,2,deaths,1.0
2020-03-13,Connecticut,9,5,11,cases,0.8333333333333334
2020-03-13,Connecticut,9,0,0,deaths,
2020-03-13,Delaware,10,0,4,cases,0.0
2020-03-13,Delaware,10,0,0,deaths,
2020-03-13,District of Columbia,11,0,10,cases,0.0
2020-03-13,District of Columbia,11,0,0,deaths,
2020-03-13,Florida,12,24,70,cases,0.5217391304347826
2020-03-13,Florida,12,0,2,deaths,0.0
2020-03-13,Georgia,13,10,41,cases,0.3225806451612903
2020-03-13,Georgia,13,0,1,deaths,0.0
2020-03-13,Hawaii,15,0,2,cases,0.0
2020-03-13,Hawaii,15,0,0,deaths,
2020-03-13,Illinois,17,14,46,cases,0.4375
2020-03-13,Illinois,17,0,0,deaths,
2020-03-13,Indiana,18,0,12,cases,0.0
2020-03-13,Indiana,18,0,0,deaths,
2020-03-13,Iowa,19,1,17,cases,0.0625
2020-03-13,Iowa,19,0,0,deaths,
2020-03-13,Kansas,20,1,6,cases,0.2
2020-03-13,Kansas,20,0,1,deaths,0.0
2020-03-13,Kentucky,21,0,11,cases,0.0
2020-03-13,Kentucky,21,0,0,deaths,
2020-03-13,Louisiana,22,22,36,cases,1.5714285714285714
2020-03-13,Louisiana,22,0,0,deaths,
2020-03-13,Maine,23,1,2,cases,1.0
2020-03-13,Maine,23,0,0,deaths,
2020-03-13,Maryland,24,5,18,cases,0.38461538461538464
